age,income,browsing_habits,purchase
34,46611,3.1571656093682297,0
50,25278,6.848706543646816,0
29,31409,2.804734213197906,0
39,28221,5.748806068467433,0
39,72958,2.783425336454217,0
63,80578,2.5436595913765037,0
47,55561,2.1912217585911478,0
55,27055,2.2908290078750104,0
55,82688,7.4727175069824945,1
62,77085,0.35246312212302566,1
25,28992,2.483258884840991,0
44,43033,9.09386171376677,0
44,37137,3.224972003963541,0
51,85211,3.791848459071272,0
38,20771,7.8907163285636575,0
47,90898,7.049029868485215,1
50,77187,0.259787477029505,1
45,29407,1.0648267489015706,0
64,63860,4.293991620062125,1
50,43244,4.997530476313771,0
22,50339,1.6593467121886896,0
36,73538,2.4974941622487923,0
21,64057,7.824180892562069,0
52,73913,3.8858998051667717,0
34,94378,7.913796806630132,1
61,95135,7.4666225696443504,1
45,61361,3.7313680536549363,0
47,66079,8.400257679137766,0
46,72495,6.166946894395804,0
63,44065,0.29092644609325036,0
23,74751,1.960510882819767,0
52,67479,2.062827561604592,0
58,59417,0.0928627726727993,0
54,74447,6.983432998068873,1
41,55797,7.188704300144647,0
46,72330,8.1661321045442,1
63,49095,4.847724360708524,0
48,64412,3.327540706704404,0
52,60683,6.682208913583874,0
50,48419,7.52656171679737,0
38,45754,7.769427878175506,0
49,36872,5.1977227375649075,0
40,56304,2.612792969374719,0
50,52876,0.9171011520612171,0
20,56261,4.989860893878186,0
35,67735,3.2725425522788107,0
42,76024,9.297700174779157,0
59,72368,9.818546309039487,0
48,22382,0.1959787978478944,0
20,31887,9.21800102496293,0
57,82068,4.985634431357666,0
63,92215,7.085100503785375,1
41,90079,1.8066343389848272,1
49,51806,8.722908595863533,0
64,76037,1.490175388705034,0
39,77831,7.4092197264761115,1
40,30857,7.525449210141314,0
19,73428,0.32728435825543967,0
44,92009,5.877661753367639,0
59,44544,6.436819411650296,0
19,80871,7.67883075767522,0
43,33478,6.617037778517746,0
34,55374,0.5271501829591874,0
57,71135,4.800593258101875,1
50,87115,8.227458942316018,1
26,51215,5.999238423274532,0
60,54849,1.5221495092416104,0
56,32205,1.700200890419955,0
46,86501,3.1294871866113585,1
59,22614,5.111464321125138,0
43,65943,3.296299948680723,0
52,82833,1.9193700587203,1
42,22121,6.108179184673498,0
41,58423,8.204943551492951,0
30,69050,6.13374458510555,0
24,57486,1.4877501306208585,0
53,62225,0.41976604739842327,0
62,32744,5.913821275387653,0
37,50959,9.786851022401887,0
18,67774,1.89235152973377,0
25,76574,6.08475232435663,0
63,38962,4.718059027017817,0
33,23925,8.339235190494332,0
31,63141,0.592537974692291,0
29,79122,4.376051076284745,0
40,25730,2.9997831393615213,0
32,24401,2.4414655247340766,0
45,99719,7.402702437475018,1
51,41753,2.0353351360262364,0
19,71740,3.631329939838576,0
49,75572,8.921244058057491,1
40,43720,7.697422571477874,0
39,21220,6.7736513021296165,0
42,71799,3.6709708704071664,0
39,97134,6.608207476764686,1
39,94167,1.5984975549628844,1
59,88379,6.215589645949303,1
23,56001,2.182804116711118,0
32,30295,1.6567460958486468,0
60,93910,7.363401291001267,1
54,84427,8.166616907881671,1
50,31679,8.45024302036377,0
25,52635,0.700925484886058,0
61,82677,1.3038675316153447,1
61,81764,9.008101366397588,0
22,31249,3.8939907844399437,0
56,47402,7.267728516033509,0
21,59087,3.3725345006160303,0
23,93524,2.092950135607338,0
62,60247,9.480935726402455,0
49,29369,2.155428300401115,0
47,29579,6.215343819889091,0
64,52714,3.3613364568893234,0
52,52448,9.27079894261115,0
57,71557,8.152188283879811,1
33,87564,2.6030749376288522,1
30,33367,4.106464651754464,0
59,38334,5.4013118802059665,0
47,75233,0.4024379785338206,1
36,50289,3.100799055982868,0
34,90671,6.591546769841842,1
36,78089,0.6634885796015599,0
45,40432,3.04590381621733,0
43,47823,6.56898871767416,0
54,44098,2.342377197612666,0
43,23514,2.278506798508789,0
40,24311,2.01308029124458,0
26,25412,8.018124713232446,0
29,30269,7.6881679769886055,0
18,34673,7.2394041578242,0
18,70394,8.220176526599317,0
64,97199,1.3040674411953956,1
51,40328,6.7649139940943,0
49,47694,4.882962005676647,0
42,70971,3.09370780584729,0
57,65096,3.788265108673725,1
62,29468,5.074880870273332,0
18,95564,4.096353168713117,0
33,49024,1.5019449156071574,0
56,52968,5.734103337379518,0
22,70623,0.4662913254072176,0
39,30892,2.3515843299884853,0
46,64202,7.686023915487311,0
20,25229,2.9352436737504317,0
29,26004,9.38322636318089,0
43,88883,8.375021011027016,1
33,27281,3.8365160596487344,0
54,92894,8.994562102160405,1
39,37920,1.704457528729788,0
46,37952,1.9845975025086104,0
31,63704,8.378533180760089,0
45,83696,8.236659800479188,1
22,68577,7.472852355281323,0
64,65493,7.895231833079691,0
47,77589,5.6209130808865035,0
63,27332,0.7685491221093566,0
22,83732,8.941682533172212,0
29,38403,1.3131016631121417,0
33,51488,1.714962921871499,0
43,44541,7.927217155719347,0
43,82656,0.5119895007132902,0
38,94364,4.909588687528687,1
56,25688,2.6718537888929985,0
53,71413,3.397591403694337,0
50,30768,3.883621379792145,0
47,81830,1.7395385867493562,1
54,48358,8.05019817150079,0
40,28459,2.855837486948624,0
27,37622,4.0880434458192525,0
22,57685,0.7531197115665877,0
53,95335,0.9751049555786095,1
51,41518,5.961673606989849,0
48,57917,4.236337523667282,0
27,31412,4.891916472986826,0
36,91995,5.990489142743515,0
49,45223,8.534340436104506,0
18,95639,2.362486885123707,1
22,92611,0.4327468727388972,1
62,56377,4.967485902143078,0
21,56435,5.696273215202864,0
33,72346,0.43807535431406586,0
41,55653,1.3174746869921306,0
33,81089,8.764542138100445,0
19,67163,0.13292404272949088,0
45,92854,7.966525584608144,1
49,65792,6.998461374534978,1
44,41116,9.544445428394793,0
37,52424,2.279141059012596,0
41,52089,2.1773652046632943,0
29,81177,5.344799149010706,0
52,35916,4.843298117981036,0
50,99932,6.577773774715636,1
50,69568,6.864129751311249,0
60,47096,0.556655932731287,0
54,58579,5.942320491096124,0
29,59278,6.844624395717648,0
20,61215,4.060257438217331,0
18,44935,8.926512756597116,0
50,63026,4.586036406913733,0
57,27877,7.745813777038466,0
27,86181,0.971533728296684,0
60,42968,9.42288314554837,0
61,40342,4.846887736341591,0
46,65458,1.8850078816109128,0
30,54940,1.071694202844643,0
29,64211,4.969632028805329,0
48,29128,1.9153254135241116,0
63,77175,2.3775762812001924,1
19,83870,0.4997097241325632,1
52,71855,9.24552658049174,0
40,73810,3.959327486495342,0
34,96676,8.041510555434016,1
43,44691,7.989248513357056,0
25,93810,7.549789370788224,1
46,30685,8.09755745624569,0
43,34530,0.23501127635710994,0
27,84347,7.132373176235795,0
43,78600,7.9482839898887185,0
51,24909,3.8462671182456587,0
58,49029,5.1519219711573285,0
24,59889,8.192046051632666,0
21,90166,9.244373348093752,0
62,87878,4.193936976414692,1
28,52666,3.3152071389571502,0
46,71128,1.9353475151232535,1
53,69707,2.274660621854907,0
42,90379,3.177290193378819,1
38,78437,0.27668180354359806,0
53,21942,8.306907258744715,0
27,75841,8.67598642191928,0
54,42040,1.0622360181621737,0
26,76202,8.247998134201417,0
41,97359,6.189334047156143,1
52,99717,2.9123861264649165,1
52,85673,1.7601649799569574,1
53,53673,8.515658794424404,0
35,52017,8.538345773539568,0
56,65041,5.040361924147766,0
49,23259,9.519962370568715,0
41,38760,5.818260030245527,0
40,73292,4.729564304496224,1
49,43401,1.8504974484220738,0
54,34216,1.5905693726041903,0
29,42935,2.237605997806884,0
30,59553,9.082256726708504,0
40,93091,2.348024547527736,1
42,90373,9.072555725574198,1
52,63686,7.565545335288006,0
58,40268,5.156757559940988,0
47,42681,3.8689006051388395,0
34,62427,2.0497309957610343,0
37,52964,6.44537844029484,0
42,70916,9.734484669950545,0
39,66197,8.866439250658996,0
30,39230,2.9196466669536503,0
36,42910,9.847004854560414,0
53,35357,7.984492546620886,0
29,47907,6.751269899896471,0
58,77050,1.0422740151605636,0
36,88808,7.887527757789687,1
29,98372,1.0784983657228442,1
26,81557,4.984314454108299,1
24,69665,7.802249702573692,0
45,98512,1.2609282063008975,1
31,54022,8.974928620757197,0
48,64816,9.151059485080463,0
36,41520,6.272614696712104,0
64,41999,7.222209785699347,0
33,40391,4.246809069941331,0
22,73617,3.5667068653114544,0
52,37879,7.783028314628958,0
29,23629,1.604697685130878,0
42,84369,5.65300542359404,0
38,99212,5.0127856042661545,1
53,26782,7.450212645314575,0
40,80877,8.48737418816012,1
33,28406,6.4475880898688995,0
56,89168,9.329221434612142,1
62,31664,4.3399586886613495,0
59,56541,8.42936652813355,0
56,74538,1.88177261351688,0
31,67058,0.040163123819342283,0
48,33947,6.303590362714525,0
22,58763,1.7794949794507453,0
52,54522,9.775158383558386,0
40,42524,0.63650938027209,0
46,65371,5.59112019905844,1
60,81910,8.695625932841498,1
28,29824,5.908966213554541,0
35,69075,4.881005942773728,0
64,59957,5.009790606361394,0
29,57964,1.5537737190019796,0
26,80629,4.336494931506348,0
27,62438,9.35777478627423,0
61,21573,0.3516597409751543,0
34,87136,6.511449930579671,1
55,67794,6.489194769021374,0
24,94581,9.257227892265512,1
63,79774,1.1431109345538781,1
30,75446,6.9900381228162045,1
57,99230,8.412884352365634,1
59,36142,1.1059541928994376,0
26,73611,2.74100140999753,0
44,87918,5.657682741940081,1
19,87870,0.07275626452531991,1
22,39355,1.017079837689051,0
46,59337,0.48274443504644937,0
54,86336,0.026515731006960808,0
55,73654,5.78972595466798,0
36,36804,5.182160883193131,0
25,59146,4.739364192440892,0
62,53418,9.71205320038224,1
18,74027,5.514704369076773,0
39,42804,9.509279724829465,0
34,92081,6.000571750429807,0
24,72512,6.365086364451907,1
42,22535,1.1080872084615767,0
62,52664,4.208946291878796,0
21,55874,8.43412340983586,0
53,29078,8.468863290815882,0
23,84636,8.3307146119496,0
48,29363,6.250586797818771,0
36,91998,4.595333525714516,1
61,73864,7.054697625475322,1
56,53675,3.561775880697059,0
44,81536,3.078635702285706,0
27,49662,7.824959953128404,0
43,46592,3.198947470239685,0
36,27421,1.6564542812241023,0
56,43927,9.75524867208102,0
20,62170,5.177244557920333,0
62,74547,2.8216719082841966,0
30,26948,4.487389869384916,0
45,20203,1.6070637646686259,0
37,83521,2.88137651226673,1
45,88101,4.421716219213671,0
25,53325,1.9066846987780128,0
58,99564,6.92872629624254,1
56,56470,1.397745015002485,0
18,34308,8.668577026918415,0
20,71313,7.0265284996311514,0
30,46175,5.2901286572471236,0
45,61567,8.25579854427816,0
42,25291,0.5387357731402242,0
50,28202,6.88368082178778,0
55,78947,1.8628114933611628,1
23,77660,2.859077631193667,1
61,40023,3.9835348324056508,0
62,85309,5.282697608988402,1
49,73257,7.569820461589732,0
62,23031,2.161964082429404,0
64,96694,5.765586080286433,1
38,33824,2.672218034771796,0
33,99407,1.5272131337035444,1
38,79563,9.139816922699822,1
28,40290,4.69678683217923,0
54,38817,1.9170426892941328,0
53,87176,8.246154950388398,0
52,81189,3.1876379773610095,1
36,52937,1.3015391172475532,0
37,87344,0.6130282323120928,1
35,61380,3.3446359650801973,0
64,30155,8.492653438904611,0
58,96071,4.317278276032372,1
31,72436,1.741306394626293,0
32,31947,2.974392719726259,0
48,72382,1.2043974828073667,0
18,46844,6.789879605469623,0
20,82348,1.774410043223208,0
33,94201,4.435597471823191,0
40,40960,0.35054004250288595,0
28,50483,6.551445680833906,0
29,31950,2.998437543301713,0
27,30432,1.8068922350406447,0
49,76115,7.018744138076548,0
33,24414,4.66176266955671,0
25,52007,6.932497681882079,0
55,46872,4.500966758170969,0
29,82216,1.625945193687729,0
41,97846,5.884127965868309,1
45,59675,8.870894280766638,0
25,72129,7.914706671019024,0
45,31510,4.083182566255884,0
53,67061,8.434943553258897,1
43,82972,0.33880085628537393,0
25,33549,7.676984797003907,0
45,20701,6.981263305235201,0
45,39455,7.235281960968358,0
54,28918,1.380631483586593,0
58,88160,0.08466467796776955,0
53,28141,3.144190195970056,0
44,66771,3.085465314178223,0
34,88208,5.91828541075656,1
26,39493,3.288131043021243,0
50,32199,1.7508843490365378,0
37,67473,9.545118206581426,0
30,78119,6.558426433917993,0
45,40255,3.2581193279061447,0
46,95457,5.819002372212957,1
30,81871,5.518081716694042,0
63,47916,8.029998281957512,0
52,22170,7.4765996847519665,0
23,43578,2.117124771183091,0
35,38093,4.930770204478162,0
22,79974,3.5904300534151323,0
64,33140,1.991762310342915,0
42,76636,8.246217112527468,0
19,82535,0.4329666643562291,0
27,89568,2.304968661362443,1
47,86844,8.441520624416366,0
62,30149,7.072380252590499,0
22,76498,4.34554431836708,0
50,25162,2.36759412012314,0
18,94951,3.3794233382595817,0
35,49080,7.2102300272268245,0
49,35593,7.136828588516744,0
64,25243,3.238914069451122,0
28,46934,8.047902208572118,0
38,46796,7.449249133833982,0
43,96250,4.075581160323733,1
42,99061,7.516538510751404,1
39,26978,0.8947115805607297,0
44,92504,3.9786937227732033,1
30,78421,7.262237327954554,0
50,50192,3.2433538112544635,0
51,57399,0.955048869267342,0
58,92290,1.6336900848235647,1
52,40636,5.970938084593243,0
18,92711,9.931640467431817,1
38,21295,9.323021407957013,0
23,24512,3.8126166395605434,0
45,91999,1.8980969556739313,1
34,85162,7.280401061281991,1
22,64140,8.567437708883668,0
48,50807,8.810268139981691,0
22,63713,2.591937201454362,0
55,76023,5.195235874589647,0
20,62420,1.4805237430016949,0
40,54347,0.022422242184181318,0
54,49934,1.285242398215719,0
54,82598,8.22729369588664,1
27,34301,4.961161802482282,0
27,38943,2.5721468702440453,0
36,57445,9.927892685368917,0
34,67940,3.2582775959236807,0
38,79982,5.3315009723061015,0
31,92090,5.944522630063109,1
26,94293,1.903904768569743,1
63,78568,1.920343544976254,1
18,64217,9.559413779892225,0
62,48304,4.9428626949347745,0
30,33940,3.050707609869691,0
21,62582,1.508427501416012,0
18,59526,0.4027845658378304,0
57,76622,9.41860737831698,0
49,59226,2.3322543276622767,0
51,31878,4.605417588560565,0
45,80844,0.366295169906401,0
48,81805,7.953700835144318,0
25,96861,2.8258884914998053,1
56,32940,9.571782252282222,0
43,21537,8.16465005090761,0
51,82645,8.491058130134112,1
20,72234,2.0531385050644335,0
29,83727,1.911233700556615,0
18,65424,6.106183996500962,0
61,83893,1.2129376682055992,1
22,20212,9.603318566568444,0
47,95884,0.9561318895721171,1
47,36560,7.0133134032446,0
34,38468,1.6385262281968038,0
64,66883,6.213507533961956,0
40,52746,8.666978594180733,0
32,25808,2.0637590385514635,0
54,49241,1.2803940077774667,0
38,92962,6.313122809838038,1
31,94689,0.9691845271475419,1
19,70138,8.685194473085854,0
28,57024,8.860731841237065,0
56,40478,7.678182845822391,0
55,39345,3.855029789310074,0
51,95695,4.039027968755102,1
55,97898,2.126291299100692,1
51,70374,6.460875923212816,0
35,66769,0.755326709601849,0
47,59459,7.556132104415074,0
32,68922,1.9769483680048938,0
44,60222,9.11585592794662,0
51,82887,7.405358679405102,1
55,25951,4.1950035582623135,0
50,98533,2.98649098948063,1
41,37780,2.46459293100594,0
32,87380,6.906443422127979,1
47,81237,8.94888934994419,1
59,92629,9.449116121902746,1
34,42470,9.672609423593183,0
22,81317,9.395683065072022,0
46,49365,7.122301767169505,0
21,62981,1.9457906225969868,0
27,38601,3.3468755147841134,0
34,81439,3.8448733606070884,1
27,52679,6.588791391750427,0
34,22333,4.439283865295573,0
37,88630,3.4706294873544605,1
41,47126,3.5738298023627255,0
22,48317,5.5708531109558725,0
51,26758,7.491690771972976,0
23,54063,2.683113211134913,0
19,45757,5.47284298944675,0
30,55395,1.7000782055567765,0
60,87278,9.986588348119735,1
60,91193,5.297421874670656,1
28,57389,2.257914838778273,0
64,74968,6.340886733866537,0
40,22063,2.7444226131485996,0
33,50970,6.7155050308139685,0
48,49450,2.297611906791792,0
28,89792,1.311581470011759,1
33,56097,2.514135748251647,0
25,76864,5.665820985579854,0
21,77683,4.562629537318992,0
57,36153,7.5087106028636965,0
21,69953,2.536188447614683,0
42,72301,6.583101281342907,0
20,93139,3.739183052067736,0
49,98684,4.703911995250618,1
20,93969,9.173365293522027,0
44,80359,7.941602711643773,0
46,71098,2.4983181105910734,0
49,54247,7.044183524271307,0
36,82278,1.221008794834374,1
38,68330,9.976662463544914,0
22,82694,8.892939055906217,0
35,28797,8.474251370447682,0
45,52757,6.399812594181343,0
59,25296,1.9925467943591468,0
39,84148,4.969703921461531,0
38,21940,4.575689014329962,0
23,23270,4.13747151733266,0
18,45811,6.52767874989711,0
22,31580,7.3859285797932115,0
58,97554,2.714216055042372,1
29,76211,6.621146409302538,1
43,73406,3.644525374360982,0
63,85213,0.1729134745319505,1
51,69345,1.5780418537519414,0
31,47161,6.489582523136741,0
43,74339,8.132582126817425,0
62,84029,0.6197069943951161,1
44,21505,1.5664854439072928,0
26,35332,4.6010851839299685,0
43,96481,1.0719526727760198,1
64,78988,6.500917035897828,1
39,50114,0.338173102358752,0
64,64366,1.0714310834100915,0
47,59730,7.29302429282887,0
60,69903,8.271678410707814,1
34,65325,2.5658064665533376,0
43,72131,4.583749860385494,0
53,37204,5.791728042563955,0
18,29205,0.2223087167941462,0
25,30686,7.08990656949208,0
52,73227,0.5971671122878941,0
32,67572,1.810606961788338,0
64,34195,7.3317165031593206,0
39,60404,8.31069326527491,0
31,94045,7.10955618747715,1
43,89959,9.162263764462027,1
45,54874,9.870455692523782,0
40,95723,8.121264031395592,1
31,40315,6.174653916250397,0
41,24477,0.5384576803482422,0
19,22382,9.001304825265304,0
62,56681,2.8741104096646017,0
43,62288,3.90939469634753,0
31,65825,5.207614092019864,0
24,97954,8.836667605821257,1
20,34537,8.034817072751741,0
64,86322,5.03495006426224,1
40,94984,8.786711061386601,1
63,97749,8.52086971375288,1
60,21018,3.4464685405746396,0
64,76763,2.815193528588921,1
62,85514,3.932517059832584,1
35,98472,7.673291972644032,1
55,37630,6.27693646673092,0
52,33661,1.1990004032927981,0
32,23300,3.1917462902840246,0
42,75219,8.769194080004795,1
54,42539,9.32177131630975,0
45,28410,1.3513403143242009,0
27,86388,9.743945768681769,0
56,81685,6.271705930972766,0
34,36566,7.994201879761862,0
56,75925,8.2785336464815,1
39,43948,1.453132311584383,0
43,65570,6.206812454837528,0
61,73183,1.3845203185520216,0
42,86783,4.373891525367334,1
34,82564,3.5640379478127127,0
30,37271,8.464683235426218,0
37,21607,1.4836686545749878,0
42,34690,8.513797226961366,0
21,28854,3.5617036621628353,0
